Date,Volume,Close,Average
2019-09-17,18386468,220.7,220.15
2019-09-16,21158141,219.9,218.83
2019-09-13,39763296,218.75,219.14
2019-09-12,32226669,223.085,224.29125
2019-09-11,44289646,223.59,220.775
2019-09-10,31777931,216.7,214.7625
2019-09-09,27309401,214.17,214.13
2019-09-06,19362294,213.26,213.56
2019-09-05,23946984,213.28,212.69
2019-09-04,19216820,209.19,208.595
2019-09-03,20059574,205.7,205.8325
2019-08-30,21162561,208.74,209.1375
2019-08-29,21007652,209.01,208.37125
2019-08-28,15957632,205.53,204.6675
2019-08-27,25897344,204.16,206.025
2019-08-26,26066130,206.49,206.149325
2019-08-23,46882843,202.64,206.28025
2019-08-22,22267819,212.46,212.70875
2019-08-21,21564747,212.64,212.7208
2019-08-20,26919529,210.36,211.2275
2019-08-19,24431915,210.35,210.931425
2019-08-16,28813624,206.5,205.445
2019-08-15,27883363,201.74,202.5025
2019-08-14,36547443,202.75,203.734225
2019-08-13,47539786,208.97,205.74
2019-08-12,22481889,200.48,200.3254
2019-08-09,24619746,200.99,201.085
2019-08-08,27009523,203.43,201.6375
2019-08-07,33364400,199.04,196.9575
2019-08-06,35824787,197,196.35425
2019-08-05,52392969,193.34,195.63975
2019-08-02,40862122,204.02,204.4025
2019-08-01,54017922,208.43,211.775875
2019-07-31,69281361,213.04,215.5325
2019-07-30,33935718,208.78,208.7525
2019-07-29,21673389,209.68,209.305
2019-07-26,17618874,207.74,208.0225
2019-07-25,13909535,207.02,207.97
2019-07-24,14991567,208.67,208.165
2019-07-23,18355210,208.84,208.375
2019-07-22,22277932,207.22,205.4275
2019-07-19,20929307,202.59,204.31
2019-07-18,18582161,205.66,204.81
2019-07-17,14107450,203.35,203.940375
2019-07-16,16866816,204.5,204.675
2019-07-15,16947420,205.21,204.7925
2019-07-12,17595212,203.3,202.9875
2019-07-11,20191842,201.75,202.79
2019-07-10,17897138,203.23,202.5925
2019-07-09,20578015,201.24,200.19
2019-07-08,25338628,200.02,200.16
2019-07-05,17265518,204.23,203.89
2019-07-03,11362045,204.41,203.705025
2019-07-02,16935217,202.73,202.158075
2019-07-01,27316739,201.55,202.465
2019-06-28,31110642,197.92,198.28625
2019-06-27,20899717,199.74,200.2925
2019-06-26,26067512,199.8,198.9775
2019-06-25,21070334,195.57,197.1375
2019-06-24,18220421,198.58,198.8625
2019-06-21,47800589,198.78,199.145
2019-06-20,21513988,199.46,199.6175
2019-06-19,21124235,197.87,198.685
2019-06-18,26551004,198.45,197.5
2019-06-17,14669144,193.89,193.48
2019-06-14,18761474,192.74,192.042825
2019-06-13,21674625,194.15,194.81
2019-06-12,18253189,194.19,194.37375
2019-06-11,26932882,194.81,194.8175
2019-06-10,26220851,192.58,192.845
2019-06-07,30684393,190.15,188.5875
2019-06-06,22526311,185.22,183.979725
2019-06-05,29773427,182.54,183.2375
2019-06-04,30967961,179.64,177.3575
2019-06-03,40396069,173.3,174.2725
2019-05-31,27043584,175.07,176.07
2019-05-30,21218412,178.3,178.0375
2019-05-29,28481165,177.38,177.2875
2019-05-28,27948160,178.23,178.9125
2019-05-24,23714686,178.97,179.9825
2019-05-23,36529736,179.66,179.4525
2019-05-22,29748556,182.78,183.925
2019-05-21,28364848,186.6,186.13
2019-05-20,38612290,183.09,182.810725
2019-05-17,32879090,189,188.3975
2019-05-16,33031364,190.08,190.324725
2019-05-15,26544718,190.92,188.74
2019-05-14,36529677,188.66,187.545
2019-05-13,57430623,185.72,186.44
2019-05-10,41208712,197.18,196.55475
2019-05-09,34908607,200.72,199.865
2019-05-08,26339504,202.9,202.9725
2019-05-07,38763698,202.86,204.245625
2019-05-06,32443113,208.48,206.2775
2019-05-03,20892378,211.75,211.1775
2019-05-02,31996324,209.15,209.9425
2019-05-01,64827328,210.52,211.235
2019-04-30,46534923,200.67,201.56
2019-04-29,22204716,204.61,204.71
2019-04-26,18649102,204.3,204.08
2019-04-25,18543206,205.28,206.2475
2019-04-24,17540609,207.16,207.5125
2019-04-23,23322991,207.48,205.89
2019-04-22,19439545,204.53,203.66
2019-04-18,24195766,203.86,203.4125
2019-04-17,28906780,203.13,201.165
2019-04-16,25696385,199.25,199.66
2019-04-15,17536646,199.23,198.9175
2019-04-12,27760668,198.87,198.605
2019-04-11,20900808,198.95,199.810775
2019-04-10,21695288,200.62,199.555
2019-04-09,35768237,199.5,200.475
2019-04-08,25881697,200.1,198.2725
2019-04-05,18526644,197,196.62
2019-04-04,19114275,195.69,194.9975
2019-04-03,23271830,195.35,194.5625
2019-04-02,22765732,194.02,192.655
2019-04-01,27861964,191.24,190.735
2019-03-29,23563961,189.95,189.6
2019-03-28,20780363,188.72,188.68975
2019-03-27,29848427,188.47,188.3825
2019-03-26,49800538,186.79,188.9785
2019-03-25,43845293,188.74,189.7075
2019-03-22,42407666,191.05,193.715
2019-03-21,51034237,195.09,192.8125
2019-03-20,31035231,188.16,187.1525
2019-03-19,31646369,186.53,187.4475
2019-03-18,26219832,188.02,187
2019-03-15,39042912,186.12,185.51
2019-03-14,23579508,183.73,183.5725
2019-03-13,31032524,181.71,182.045
2019-03-12,32467584,180.91,180.7375
2019-03-11,32011034,178.9,177.215
2019-03-08,23999358,172.91,171.45
2019-03-07,24796374,172.5,173.2075
2019-03-06,20810384,174.52,174.655
2019-03-05,19737419,175.53,175.5025
2019-03-04,27436203,175.85,175.815
2019-03-01,25886167,174.97,174.3225
2019-02-28,28215416,173.15,173.825
2019-02-27,27835389,174.87,173.9525
2019-02-26,17070211,174.33,174.1283
2019-02-25,21873358,174.23,174.5525
2019-02-22,18913154,172.97,172.2325
2019-02-21,17249670,171.06,171.3825
2019-02-20,26114362,172.03,171.8825
2019-02-19,18972826,170.93,170.3925
2019-02-15,24626814,170.42,170.78
2019-02-14,21835747,170.8,170.287875
2019-02-13,22490233,170.18,170.9925
2019-02-12,22283523,170.89,170.4225
2019-02-11,20993425,169.43,170.235
2019-02-08,23819966,170.41,169.62
2019-02-07,31741690,170.94,171.905
2019-02-06,28239591,174.24,174.328275
2019-02-05,36101628,174.18,173.617525
2019-02-04,31495582,171.25,169.39875
2019-02-01,32668138,166.52,167.0975
2019-01-31,40739649,166.44,166.5275
2019-01-30,61109780,165.25,163.72
2019-01-29,41587239,154.68,155.7925
2019-01-28,26192058,156.3,155.52
2019-01-25,33547893,157.76,156.4225
2019-01-24,25441549,152.7,153.2575
2019-01-23,23130570,153.92,153.7275
2019-01-22,30393970,153.3,154.765
2019-01-18,33751023,156.82,157.04515
2019-01-17,29821160,155.86,155.245
2019-01-16,30569706,154.94,154.225
2019-01-15,28710324,153.07,151.695
2019-01-14,32439186,150,150.335
2019-01-11,27023241,152.29,152.595
2019-01-10,35780670,153.8,152.7825
2019-01-09,45099081,153.31,152.19
2019-01-08,41025314,150.75,150.1625
2019-01-07,54777764,147.93,147.84
2019-01-04,58607070,148.26,146.284975
2019-01-03,91312195,142.19,143.4725
2019-01-02,37039737,157.92,156.4725
2018-12-31,35003466,157.74,158.0275
2018-12-28,42291424,156.23,156.7
2018-12-27,53117065,156.15,154.7075
2018-12-26,58582544,157.17,152.355
2018-12-24,37169232,146.83,148.28
2018-12-21,95744384,150.73,153.845
2018-12-20,64772960,156.83,158.66
2018-12-19,49047297,160.89,163.3575
2018-12-18,33841518,166.07,165.8425
2018-12-17,44287922,163.94,165.1175
2018-12-14,40703710,165.48,167.21
2018-12-13,31897827,170.95,170.89
2018-12-12,35627674,169.1,170.11
2018-12-11,47281665,168.63,169.77
2018-12-10,62025994,169.6,167.005
2018-12-07,42281631,168.49,171.1925
2018-12-06,43098410,174.72,172.92
2018-12-04,41344282,176.69,179.074975
2018-12-03,40798002,184.82,183.8575
2018-11-30,39531549,178.58,179.0575
2018-11-29,41769992,179.55,180.6775
2018-11-28,46062539,180.94,178.4725
2018-11-27,41387377,174.24,172.85
2018-11-26,44998520,174.62,173.5175
2018-11-23,23623972,172.29,173.98125
2018-11-21,31124210,176.78,178.3325
2018-11-20,67825247,176.98,178.0825
2018-11-19,41920872,185.86,187.8875
2018-11-16,36928253,193.53,192.114875
2018-11-15,46478801,191.41,189.6675
2018-11-14,60800957,186.8,190.2775
2018-11-13,46882936,192.23,193.122525
2018-11-12,51135518,194.17,196.7025
2018-11-09,34365750,204.47,204.57
2018-11-08,25362636,208.49,208.835
2018-11-07,33424434,209.95,207.5275
2018-11-06,31882881,203.77,203.025
2018-11-05,66163669,201.59,202.1125
2018-11-02,91328654,207.48,209.0275
2018-11-01,58323180,222.22,220.11
2018-10-31,38358933,218.86,218.2025
2018-10-30,36659990,213.3,212.225
2018-10-29,45935520,212.24,214.3025
2018-10-26,47258375,216.3,216.265
2018-10-25,29855768,219.8,218.91
2018-10-24,40925163,215.09,219.115
2018-10-23,38767846,222.73,219.1275
2018-10-22,28792082,220.65,220.685
2018-10-19,33078726,219.31,219.015
2018-10-18,32581315,216.02,216.655
2018-10-17,22885397,221.19,221.3675
2018-10-16,29183963,222.15,220.208175
2018-10-15,30791007,217.36,219.405
2018-10-12,40337851,222.11,220.5625
2018-10-11,53124392,214.45,215.1975
2018-10-10,41990554,216.36,221.055
2018-10-09,26891029,226.87,225.00655
2018-10-08,29663923,223.77,222.745
2018-10-05,33580463,224.29,225.31
2018-10-04,32042000,227.99,229.4625
2018-10-03,28654799,232.07,231.3425
2018-10-02,24788170,229.28,228.29
2018-10-01,23600802,227.26,227.745
2018-09-28,22929364,225.74,225.0975
2018-09-27,30181227,224.95,224.6875
2018-09-26,23984706,220.42,221.2325
2018-09-25,24554379,222.19,221.115
2018-09-24,27693358,220.79,218.875
2018-09-21,96246748,217.66,219.2725
2018-09-20,26608794,220.03,220.425
2018-09-19,27123833,218.37,217.9475
2018-09-18,31571712,218.24,218.75
2018-09-17,37195133,217.88,220.0625
2018-09-14,31999289,223.84,224.738
2018-09-13,41706377,226.41,225.2125
2018-09-12,49278740,221.07,222.7125
2018-09-11,35749049,223.85,220.67975
2018-09-10,39516453,218.33,219.4
2018-09-07,37619810,221.3,222.3075
2018-09-06,34289976,223.1,224.495
2018-09-05,33332960,226.87,227.6575
2018-09-04,27390132,228.36,228.145
2018-08-31,43340134,227.63,227.2525
2018-08-30,48793824,225.03,224.735
2018-08-29,27254804,222.98,221.5075
2018-08-28,22776766,219.7,219.5425
2018-08-27,20525117,217.94,217.54
2018-08-24,18476356,216.16,216.1925
2018-08-23,18883224,215.49,215.4475
2018-08-22,19018131,215.05,214.8375
2018-08-21,26159755,215.04,215.76375
2018-08-20,30287695,215.46,216.9625
2018-08-17,35426997,217.58,215.5325
2018-08-16,28500367,213.32,212.588025
2018-08-15,28807564,210.24,209.6325
2018-08-14,20748010,209.75,209.68125
2018-08-13,25890880,208.87,208.8055
2018-08-10,24611202,207.53,207.665
2018-08-09,23492626,208.88,208.285
2018-08-08,22525487,207.25,206.4075
2018-08-07,25587387,207.11,208.1725
2018-08-06,25425387,209.07,208.3475
2018-08-03,33447396,207.99,207.310075
2018-08-02,62404012,207.39,204.175
2018-08-01,67935716,201.5,199.925
2018-07-31,39373038,190.29,190.5175
2018-07-30,21029535,189.91,190.77
2018-07-27,24023972,190.98,192.815
2018-07-26,19075964,194.21,194.5975
2018-07-25,16826483,194.82,193.79005
2018-07-24,18697898,193,192.790025
2018-07-23,15989365,191.61,190.9525
2018-07-20,20706042,191.44,191.455
2018-07-19,20286752,191.88,190.9525
2018-07-18,16393381,190.4,190.9775
2018-07-17,15534523,191.45,190.5675
2018-07-16,15043110,190.91,191.37375
2018-07-13,12519792,191.33,191.2875
2018-07-12,18041131,191.03,190.32
2018-07-11,18831470,187.88,188.442475
2018-07-10,15939149,190.35,190.630025
2018-07-09,19756634,190.58,190.015
2018-07-06,17485245,187.97,186.756
2018-07-05,16604248,185.4,185.3375
2018-07-03,13954806,183.92,185.8
2018-07-02,17731343,187.18,185.43
2018-06-29,22737666,185.11,185.375
2018-06-28,17365235,185.5,184.9025
2018-06-27,25285328,184.16,185.17445
2018-06-26,24569201,184.43,184.1225
2018-06-25,31663096,182.17,182.805
2018-06-22,27200447,184.92,185.4725
2018-06-21,25711898,185.46,186.5
2018-06-20,20628701,186.5,186.445
2018-06-19,33578455,185.69,185.1525
2018-06-18,18484865,188.74,188.26
2018-06-15,61719160,188.84,189.3225
2018-06-14,21610074,190.8,191.035
2018-06-13,21638393,190.7,191.61
2018-06-12,16911141,192.28,191.8565
2018-06-11,18308460,191.23,191.19
2018-06-08,26656799,191.7,191.16
2018-06-07,21347180,193.46,193.53375
2018-06-06,20933619,193.98,193.4025
2018-06-05,21565963,193.31,193.16875
2018-06-04,26266174,191.83,192.05875
2018-06-01,23442510,190.24,189.0603
2018-05-31,27482793,186.87,187.115
2018-05-30,18690547,187.5,187.5
2018-05-29,22514075,187.9,187.78
2018-05-25,17460963,188.58,188.5275
2018-05-24,23233975,188.15,187.9925
2018-05-23,20058415,188.36,187.2425
2018-05-22,15240704,187.16,187.79875
2018-05-21,18400787,187.63,187.95265
2018-05-18,18297728,186.31,186.86005
2018-05-17,17294029,186.99,187.565
2018-05-16,19183064,188.18,187.1775
2018-05-15,23695159,186.44,186.3475
2018-05-14,20778772,188.15,188.6375
2018-05-11,26212221,188.59,188.8975
2018-05-10,27989289,190.04,188.95
2018-05-09,23211241,187.36,186.6325
2018-05-08,28402777,186.05,185.23125
2018-05-07,42451423,185.16,185.69
2018-05-04,56201317,183.83,181.125
2018-05-03,34068180,176.89,176.177775
2018-05-02,66539371,176.57,175.83625
2018-05-01,53569376,169.1,167.49505
2018-04-30,42427424,165.26,164.12255
2018-04-27,35655839,162.32,162.82
2018-04-26,27963014,164.22,164.36
2018-04-25,28382084,163.65,163.525
2018-04-24,33692017,162.94,164.040025
2018-04-23,36515477,165.24,165.7712
2018-04-20,65491140,165.72,168.24085
2018-04-19,34808800,172.8,173.95
2018-04-18,20754538,177.84,177.8375
2018-04-17,26605442,178.24,177.519125
2018-04-16,21578420,175.82,175.46755
2018-04-13,25124255,174.73,174.8
2018-04-12,22889285,174.14,173.8975
2018-04-11,22431640,172.44,172.5733
2018-04-10,28614241,173.25,172.945
2018-04-09,29017718,170.05,170.71625
2018-04-06,35005290,168.38,170.0075
2018-04-05,26933197,172.8,172.9226
2018-04-04,34605489,171.61,168.3175
2018-04-03,30278046,168.39,167.413875
2018-04-02,37586791,166.68,166.9925
2018-03-29,38398505,167.78,168.55875
2018-03-28,41668545,166.48,167.235
2018-03-27,38962839,168.34,171.0225
2018-03-26,36272617,172.77,170.095
2018-03-23,40248954,164.94,167.0475
2018-03-22,41051076,168.85,170.0325
2018-03-21,35247358,171.27,173.165
2018-03-20,19314039,175.24,175.555
2018-03-19,32804695,175.3,175.9375
2018-03-16,36836456,178.02,178.3525
2018-03-15,22584565,178.65,178.865025
2018-03-14,29075469,178.44,179.2725
2018-03-13,31168404,179.97,181.325
2018-03-12,32055405,181.72,181.1525
2018-03-09,31385134,179.98,178.8325
2018-03-08,23163767,176.94,176.1525
2018-03-07,31703462,175.03,175.0225
2018-03-06,23788506,176.67,177.24
2018-03-05,28401366,176.82,176.0725
2018-03-02,38453950,176.21,174.44
2018-03-01,48801970,175,176.49375
2018-02-28,33604574,178.12,179.01125
2018-02-27,38685165,178.39,179.0325
2018-02-26,36886432,178.97,177.73
2018-02-23,33329232,175.5,174.59
2018-02-22,30504116,172.5,172.49
2018-02-21,35833514,171.07,172.2575
2018-02-20,33531012,171.85,172.395
2018-02-16,39638793,172.43,172.845
2018-02-15,50609595,172.99,171.2175
2018-02-14,39669178,167.37,165.20875
2018-02-13,32104756,164.34,163.1725
2018-02-12,60560145,162.71,160.6525
2018-02-09,66723743,156.41,155.4025
2018-02-08,49594129,155.15,157.8675
2018-02-07,50852130,159.54,161.273375
2018-02-06,66625484,163.03,158.895
2018-02-05,66090446,156.49,158.8675
2018-02-02,85436075,160.5,163.35
2018-02-01,38099665,167.78,167.58125
2018-01-31,30984099,167.43,167.310425
2018-01-30,45137026,166.97,166.14125
2018-01-29,48434424,167.96,168.8375
2018-01-26,37121805,171.51,171.3925
2018-01-25,39661804,171.11,172.77375
2018-01-24,50562257,174.22,175.4925
2018-01-23,31702531,177.04,177.65
2018-01-22,26023683,177,177.1704
2018-01-19,30827809,178.46,178.515
2018-01-18,30234512,179.26,179.245
2018-01-17,32752734,179.1,177.3925
2018-01-16,29159005,176.19,177.405
2018-01-12,25039531,177.09,176.57
2018-01-11,17523256,175.28,174.96215
2018-01-10,23589129,174.29,173.6875
2018-01-09,21262614,174.33,174.3375
2018-01-08,20134092,174.35,174.56
2018-01-05,23016177,175,174.215
2018-01-04,22211345,173.03,172.78
2018-01-03,28819653,172.23,172.8175
2018-01-02,25048048,172.26,170.995
2017-12-29,25643711,169.23,169.89
2017-12-28,15997739,171.08,171.1025
2017-12-27,21672062,170.6,170.2975
2017-12-26,32968167,170.57,170.62975
2017-12-22,16052615,175.01,174.9035
2017-12-21,20356826,175.01,174.825
2017-12-20,23000392,174.35,174.4725
2017-12-19,27078872,174.54,174.7625
2017-12-18,28831533,176.42,175.84
2017-12-15,37054632,173.97,173.5575
2017-12-14,20219307,172.22,172.35
2017-12-13,23142242,172.27,172.5775
2017-12-12,18945457,171.7,171.92525
2017-12-11,33092051,172.67,170.8875
2017-12-08,23096872,169.37,169.92
2017-12-07,24469613,169.32,169.425
2017-12-06,28224357,169.01,168.293675
2017-12-05,27008428,169.64,169.655
2017-12-04,32115052,169.8,171.1325
2017-12-01,39590080,171.05,170.2925
2017-11-30,40172368,171.85,170.715
2017-11-29,40788324,169.48,170.5475
2017-11-28,25468442,173.07,173.525
2017-11-27,20536313,174.09,174.39
2017-11-24,14026519,174.97,175.053975
2017-11-22,24997274,174.96,174.0925
2017-11-21,24875471,173.14,172.1
2017-11-20,15974387,169.98,170.0975
2017-11-17,21665811,170.15,170.555
2017-11-16,23497326,171.1,171.1125
2017-11-15,28702351,169.08,169.437425
2017-11-14,23588451,171.34,172.26
2017-11-13,16828025,173.97,173.8425
2017-11-10,25061183,174.67,174.8575
2017-11-09,28636531,175.88,175.05625
2017-11-08,24409527,176.24,175.3675
2017-11-07,23910914,174.81,174.3925
2017-11-06,34242566,174.25,173.33125
2017-11-03,58683826,172.5,172.97
2017-11-02,32710040,168.11,167.3825
2017-11-01,33100847,166.89,168.0775
2017-10-31,35474672,169.04,168.382475
2017-10-30,43923292,166.72,165.6
2017-10-27,43904150,163.05,161.16
2017-10-26,16751691,157.41,157.312375
2017-10-25,20126554,156.41,156.535
2017-10-24,17137731,157.1,156.7525
2017-10-23,21654461,156.17,156.5625
2017-10-20,23612246,156.25,156.6425
2017-10-19,42111326,155.98,156.2075
2017-10-18,16158659,159.76,160.1225
2017-10-17,18816438,160.47,160.0875
2017-10-16,23894630,159.88,158.8575
2017-10-13,16287608,156.99,156.8525
2017-10-12,16045720,156,156.362475
2017-10-11,16607693,156.55,156.3125
2017-10-10,15456331,155.9,156.26375
2017-10-09,16200129,155.84,155.96625
2017-10-06,16423749,155.3,155.08
2017-10-05,21032800,155.39,154.765
2017-10-04,19844177,153.48,153.3575
2017-10-03,16146388,154.48,154.3725
2017-10-02,18524860,153.81,153.81
2017-09-29,25856530,154.12,153.365
2017-09-28,21896592,153.28,153.5375
2017-09-27,24959552,154.23,154.072225
2017-09-26,35470985,153.14,152.6325
2017-09-25,43922334,150.55,150.3825
2017-09-22,46114424,151.89,151.685
2017-09-21,36643382,153.39,154.435
2017-09-20,51693239,156.07,156.515
2017-09-19,20347352,158.73,159.1125
2017-09-18,27939718,158.67,159.31875
2017-09-15,48203642,159.88,159.33
2017-09-14,23073646,158.28,158.69
2017-09-13,44393752,159.65,159.3475
2017-09-12,71139119,160.86,161.55
2017-09-11,31028926,161.5,160.985
2017-09-08,28183159,158.63,159.7925
2017-09-07,21722995,161.26,161.4875
2017-09-06,21179047,161.91,162.0325
2017-09-05,29317054,162.08,162.66
2017-09-01,16508568,164.05,164.355
2017-08-31,26412439,164,163.91
2017-08-30,26973946,163.35,163.4125
2017-08-29,29307862,162.91,161.5325
2017-08-28,25279674,161.47,160.885
2017-08-25,25015218,159.86,159.835
2017-08-24,19029621,159.27,159.7475
2017-08-23,19198189,159.98,159.6
2017-08-22,21297812,159.78,159.0075
2017-08-21,26145653,157.21,156.927525
2017-08-18,27012525,157.5,157.895
2017-08-17,26925694,157.86,159.2325
2017-08-16,27321761,160.95,161.3875
2017-08-15,27936774,161.6,161.14875
2017-08-14,21754810,159.85,159.5325
2017-08-11,25943187,157.48,157.1807
2017-08-10,39081017,155.32,157.4625
2017-08-09,25640394,161.06,160.175
2017-08-08,35775675,160.08,159.695
2017-08-07,21870321,158.81,157.865025
2017-08-04,20349532,156.39,156.3875
2017-08-03,26000738,155.57,156.2125
2017-08-02,69222793,157.14,158.0825
2017-08-01,24725526,150.05,149.445
2017-07-31,19422655,148.73,149.2725
2017-07-28,16832947,149.5,149.7025
2017-07-27,32175875,150.56,151.4
2017-07-26,15172136,153.46,153.45
2017-07-25,18612649,152.74,152.545
2017-07-24,21122730,152.09,151.2525
2017-07-21,24671002,150.27,149.895
2017-07-20,17053326,150.34,150.9425
2017-07-19,20615419,151.02,150.7175
2017-07-18,17713795,150.08,149.52
2017-07-17,23243713,149.56,149.4625
2017-07-14,19961788,149.04,148.4175
2017-07-13,24922788,147.77,146.8
2017-07-12,23617964,145.74,145.6525
2017-07-11,18311156,145.53,145.1225
2017-07-10,21030466,145.06,144.6225
2017-07-07,18505351,144.18,143.6825
2017-07-06,23374374,142.73,142.915
2017-07-05,20758795,144.09,143.823425
2017-07-03,14258300,143.5,144.195
2017-06-30,22328979,144.02,144.3025
2017-06-29,31116980,143.68,143.95
2017-06-28,21915939,145.83,144.897525
2017-06-27,24423643,143.73,144.63
2017-06-26,25524661,145.82,146.6625
2017-06-23,25997976,146.28,145.92
2017-06-22,18673365,145.63,145.804975
2017-06-21,21064679,145.87,145.517325
2017-06-20,24572170,145.01,145.9225
2017-06-19,31449132,146.34,145.1
2017-06-16,49180748,142.27,143.1875
2017-06-15,31348832,144.29,143.57495
2017-06-14,31224203,145.16,146
2017-06-13,33749154,146.59,146.5875
2017-06-12,71563614,145.42,144.94
2017-06-09,64882700,148.98,151.345
2017-06-08,20771367,154.99,155.045
2017-06-07,20678772,155.37,155.2125
2017-06-06,26249630,154.45,154.485
2017-06-05,24803858,153.93,154.045
2017-06-02,27285861,155.45,154.3425
2017-06-01,16180143,153.18,152.975
2017-05-31,23162873,152.76,153.32
2017-05-30,20034934,153.67,153.7125
2017-05-26,21632202,153.61,153.79
2017-05-25,19044463,153.87,153.745
2017-05-24,19118319,153.34,153.505
2017-05-23,19430358,153.8,154.2275
2017-05-22,22340069,153.99,153.87
2017-05-19,26733798,153.06,153.2625
2017-05-18,33159664,152.54,152.07
2017-05-17,49482818,150.25,152.0325
2017-05-16,19904679,155.47,155.5475
2017-05-15,25700983,155.7,155.8525
2017-05-12,32221756,156.1,155.4725
2017-05-11,25596687,153.95,153.195
2017-05-10,25670456,153.26,153.235
2017-05-09,35942435,153.99,154.0475
2017-05-08,48339210,153.01,151.1925
2017-05-05,26787359,148.96,147.865
2017-05-04,23275690,146.53,146.5
2017-05-03,45142806,147.06,146.1025
2017-05-02,39752670,147.51,147.495
2017-05-01,32818760,146.58,145.96
2017-04-28,20247187,143.65,143.8275
2017-04-27,13948980,143.79,143.795625
2017-04-26,19614287,143.68,144.03155
2017-04-25,18216472,144.53,144.3025
2017-04-24,17116599,143.64,143.5675
2017-04-21,17320928,142.27,142.31
2017-04-20,23319562,142.44,141.935
2017-04-19,17328375,140.68,141.2525
2017-04-18,14697544,141.2,141.44
2017-04-17,16582094,141.83,141.515
2017-04-13,17822880,141.05,141.5975
2017-04-12,20350000,141.8,141.64
2017-04-11,30379376,141.63,141.995
2017-04-10,18933397,143.17,143.3873
2017-04-07,16658543,143.34,143.63
2017-04-06,21149034,143.66,143.98
2017-04-05,27717854,144.02,144.3775
2017-04-04,19891354,144.77,144.02
2017-04-03,19985714,143.7,143.645
2017-03-31,19661651,143.66,143.665
2017-03-30,21207252,143.93,144.03
2017-03-29,29189955,144.12,143.87
2017-03-28,33374805,143.8,142.3425
2017-03-27,23575094,140.88,140.0275
2017-03-24,22395563,140.64,141.0575
2017-03-23,20346301,140.92,141.0936
2017-03-22,25860165,141.42,140.65625
2017-03-21,39529912,139.84,141.12
2017-03-20,21542038,141.46,140.8975
2017-03-17,43884952,139.99,140.47
2017-03-16,19231998,140.69,140.6725
2017-03-15,25691774,140.46,139.911275
2017-03-14,15309065,138.99,139.195
2017-03-13,17421717,139.2,139.075
2017-03-10,19612801,139.14,139.096775
2017-03-09,22155904,138.68,138.315
2017-03-08,18707236,139,139.1425
2017-03-07,17446297,139.52,139.3375
2017-03-06,21750044,139.34,139.267725
2017-03-03,21571121,139.78,139.245
2017-03-02,26210984,138.96,139.49965
2017-03-01,36414585,139.79,138.85625
2017-02-28,23482860,136.99,137.05125
2017-02-27,20257426,136.93,136.94625
2017-02-24,21776585,136.66,136.1275
2017-02-23,20788186,136.53,136.9225
2017-02-22,20836932,137.11,136.6925
2017-02-21,24507156,136.7,136.415
2017-02-17,22198197,135.72,135.4375
2017-02-16,22584555,135.345,135.4387
2017-02-15,35623100,135.51,135.48
2017-02-14,33226223,135.02,134.2075
2017-02-13,23035421,133.29,133.235
2017-02-10,20065458,132.12,132.3925
2017-02-09,28349859,132.42,131.90875
2017-02-08,23004072,132.04,131.7075
2017-02-07,38183841,131.53,131.1525
2017-02-06,26845924,130.29,129.705
2017-02-03,24507301,129.08,128.685
2017-02-02,33710411,128.53,128.41875
2017-02-01,111985040,128.75,128.32
2017-01-31,49200993,121.35,121.1275
2017-01-30,30377503,121.63,121.2125
2017-01-27,20562944,121.95,122.01
2017-01-26,26337576,121.94,121.9125
2017-01-25,32586673,121.88,121.17
2017-01-24,23211038,119.97,119.78
2017-01-23,22050218,120.08,120.165
2017-01-20,32597892,120,120.15865
2017-01-19,25597291,119.78,119.66
2017-01-18,23712961,119.99,120.05
2017-01-17,34439843,120,119.2
2017-01-13,26111948,119.04,119.145
2017-01-12,27086220,119.25,118.91375
2017-01-11,27588593,119.75,119.255
2017-01-10,24462051,119.11,118.89
2017-01-09,33561948,118.99,118.5775
2017-01-06,31751900,117.91,117.33
2017-01-05,22193587,116.61,116.30105
2017-01-04,21118116,116.02,116.0325
2017-01-03,28781865,116.15,115.76
2016-12-30,30586265,115.82,116.275
2016-12-29,15039519,116.73,116.672375
2016-12-28,20905892,116.76,117.12415
2016-12-27,18296855,117.26,117.0175
2016-12-23,14249484,116.52,116.055
2016-12-22,26085854,116.29,116.1975
2016-12-21,23783165,117.06,117.01
2016-12-20,21424965,116.95,116.9675
2016-12-19,27779423,116.64,116.3925
2016-12-16,44351134,115.97,116.14625
2016-12-15,46524544,115.82,115.79
2016-12-14,34031834,115.19,115.3525
2016-12-13,43733811,115.19,114.675
2016-12-12,26374377,113.3,113.52
2016-12-09,34402627,113.95,113.3175
2016-12-08,27068316,112.12,111.5025
2016-12-07,29998719,111.03,110.16
2016-12-06,26195462,109.95,109.75
2016-12-05,34324540,109.11,109.3475
2016-12-02,26527997,109.9,109.5025
2016-12-01,37086862,109.49,109.95625
2016-11-30,36162258,110.52,111.1475
2016-11-29,28528750,111.46,111.085
2016-11-28,27193983,111.57,111.71375
2016-11-25,11475922,111.79,111.435
2016-11-23,27426394,111.23,111.1075
2016-11-22,25965534,111.8,111.8925
2016-11-21,29264571,111.73,110.9625
2016-11-18,28428917,110.06,109.995
2016-11-17,27632003,109.95,109.735
2016-11-16,58840522,109.99,108.38
2016-11-15,32264510,107.11,106.879825
2016-11-14,51175504,105.71,106.32725
2016-11-11,34143898,108.43,107.7425
